givenAnswer,expectedAnswer,chartType,colorType,UID,firstTryError,actualError
0.845,0.974504,donut,color,Haley 2,-1.974239764,3.708783177
0.6275,0.75817,donut,color,Haley 2,-1.967645208,3.721591399
0.525,0.622093,donut,color,Haley 2,-2.170764173,3.297822366
0.8475,0.882236,donut,color,Haley 2,-2.646238603,1.847435749
0.895,0.758621,donut,color,Haley 2,-1.93578486,3.782712589
0.7075,0.6629,donut,color,Haley 2,-2.559791925,2.196921734
0.9775,0.971302,donut,dot,Haley 2,-2.930182367,-0.425075022
0.3225,0.402074,donut,dot,Haley 2,-2.289305295,3.014783753
0.54,0.588235,donut,dot,Haley 2,-2.529197657,2.306991279
0.9175,0.968064,donut,dot,Haley 2,-2.509931049,2.373341963
0.115,0.128655,donut,dot,Haley 2,-2.850428453,0.575796375
0.535,0.454545,donut,dot,Haley 2,-2.283105654,3.030424368
0.88,0.972689,donut,dot,Haley 2,-2.199659586,3.231724236
0.7625,0.633333,donut,dot,Haley 2,-1.976151366,3.705060034
0.825,0.78125,donut,dot,Haley 2,-2.567040593,2.169925001
0.2475,0.313498,donut,dot,Haley 2,-2.388370563,2.749491362
0.7575,0.674667,bar,color,Haley 3,-2.266503349,3.071814144
0.735,0.69774,bar,color,Haley 3,-2.623620701,1.945233123
0.2525,0.27674,bar,color,Haley 3,-2.74429383,1.349931373
0.0975,0.102015,bar,color,Haley 3,-2.948808899,-0.794607487
0.125,0.184282,bar,color,Haley 3,-2.440012934,2.597698019
0.875,0.711957,bar,color,Haley 3,-1.795643897,4.038199108
0.8525,0.844872,bar,color,Haley 3,-2.91454271,-0.171693386
0.4025,0.391228,bar,color,Haley 3,-2.875438935,0.324465006
0.085,0.094626,bar,color,Haley 3,-2.892971034,0.121148057
0.7525,0.705491,bar,color,Haley 3,-2.539444042,2.270798021
0.5,0.48806,bar,dot,Haley 3,-2.868384177,0.399444565
0.705,0.706081,bar,dot,Haley 3,-2.987577212,-2.10097909
0.465,0.407194,bar,dot,Haley 3,-2.451614672,2.562083643
0.225,0.27157,bar,dot,Haley 3,-2.543130784,2.25761413
0.505,0.498861,bar,dot,Haley 3,-2.930831296,-0.436548966
0.985,0.971014,bar,dot,Haley 3,-2.846988527,0.607484193
0.985,0.955357,bar,dot,Haley 3,-2.692986564,1.627279977
0.2625,0.280083,bar,dot,Haley 3,-2.810126114,0.913262832
0.3025,0.325843,bar,dot,Haley 3,-2.752991244,1.298247734
0.965,0.953488,bar,dot,Haley 3,-2.872900319,0.351854439
0.88,0.836047,pie,color,Haley 3,-2.565306127,2.176418524
0.7325,0.566225,pie,color,Haley 3,-1.779546214,4.066304502
0.855,0.939247,pie,color,Haley 3,-2.256721156,3.095873798
0.605,0.762689,pie,color,Haley 3,-1.822712349,3.990401267
0.5325,0.659091,pie,color,Haley 3,-1.99084778,3.676278693
0.155,0.121462,pie,color,Haley 3,-2.657099413,1.798589739
0.9175,0.957411,pie,color,Haley 3,-2.600240461,2.041278033
0.18,0.161364,pie,color,Haley 3,-2.799510713,0.991753112
0.445,0.581114,pie,color,Haley 3,-1.937248283,3.779932051
0.1175,0.187721,pie,color,Haley 3,-2.356819842,2.837357974
0.1725,0.202753,pie,dot,Haley 3,-2.687306949,1.655489222
0.8675,0.836265,pie,dot,Haley 3,-2.67821041,1.699773705
0.9125,0.795987,pie,dot,Haley 3,-2.049827247,3.557814424
0.9125,0.973554,pie,dot,Haley 3,-2.426206687,2.639324789
0.3725,0.346467,pie,dot,Haley 3,-2.727064289,1.44800229
0.655,0.659341,pie,dot,Haley 3,-2.950748425,-0.83882175
0.53,0.502347,pie,dot,Haley 3,-2.711672153,1.531219246
0.705,0.466368,pie,dot,Haley 3,-1.459448931,4.584253001
0.8925,0.805556,pie,dot,Haley 3,-2.23824497,3.14068051
0.5275,0.548503,pie,dot,Haley 3,-2.775930082,1.153999844
0.1525,0.096308,donut,color,Haley 3,-2.464408836,2.522105981
0.135,0.157093,donut,color,Haley 3,-2.765199503,1.222989986
0.675,0.548282,donut,color,Haley 3,-1.99011971,3.677711186
0.5,0.53578,donut,color,Haley 3,-2.636840139,1.88869455
0.655,0.514599,donut,color,Haley 3,-1.913754288,3.824268881
0.4,0.362416,donut,color,Haley 3,-2.620742807,1.957320316
0.93,0.938531,donut,color,Haley 3,-2.904753384,-0.031946122
0.4375,0.462725,donut,color,Haley 3,-2.734803173,1.404630684
0.95,0.90856,donut,color,Haley 3,-2.586925901,2.093898163
0.115,0.076655,donut,color,Haley 3,-2.6140058,1.98531826
0.33,0.335955,donut,dot,Haley 3,-2.932856951,-0.472929665
0.81,0.699758,donut,dot,Haley 3,-2.087782434,3.47886829
0.5525,0.454955,donut,dot,Haley 3,-2.167831007,3.304438029
0.4225,0.417769,donut,dot,Haley 3,-2.946404833,-0.741541377
0.38,0.556742,donut,dot,Haley 3,-1.728612573,4.153740494
0.935,0.925926,donut,dot,Haley 3,-2.898898602,0.046002047
0.5675,0.644993,donut,dot,Haley 3,-2.304056059,2.977151678
0.9575,0.853018,donut,dot,Haley 3,-2.123547098,3.402340172
0.825,0.882716,donut,dot,Haley 3,-2.452325122,2.559883331
0.515,0.481553,donut,dot,Haley 3,-2.657927751,1.794810929
0.85,0.887052,bar,color,Alex 3,-2.625471269,1.937419727
0.75,0.722034,bar,color,Alex 3,-2.708717076,1.54675867
0.3,0.33427,bar,color,Alex 3,-2.650453548,1.828631582
0.15,0.162641,bar,color,Alex 3,-2.861017816,0.474150461
0.1275,0.176611,bar,color,Alex 3,-2.521920742,2.33230693
0.85,0.810169,bar,color,Alex 3,-2.600940497,2.0384713
0.4,0.3397,bar,color,Alex 3,-2.432065214,2.621758857
0.1325,0.214286,bar,color,Alex 3,-2.27378958,3.053736948
0.55,0.552901,bar,color,Alex 3,-2.966900551,-1.268469163
0.85,0.841202,bar,color,Alex 3,-2.901871544,0.006908369
0.15,0.206133,bar,dot,Alex 3,-2.464878685,2.520623395
0.7975,0.735695,bar,dot,Alex 3,-2.420395024,2.656610775
0.925,0.938714,bar,dot,Alex 3,-2.849814693,0.581495871
0.5,0.540881,bar,dot,Alex 3,-2.591779445,2.074882159
0.325,0.352243,bar,dot,Alex 3,-2.715552199,1.51060753
0.8775,0.861925,bar,dot,Alex 3,-2.830588048,0.750606505
0.455,0.532328,bar,dot,Alex 3,-2.305232108,2.974125448
0.7875,0.777526,bar,dot,Alex 3,-2.889246567,0.166586914
0.8525,0.822581,bar,dot,Alex 3,-2.690414001,1.640111869
0.535,0.505785,bar,dot,Alex 3,-2.696984996,1.60715274
0.4525,0.45,pie,color,Alex 3,-2.971430848,-1.415037499
0.86,0.818432,pie,color,Alex 3,-2.585816829,2.09821741
0.6625,0.616262,pie,color,Alex 3,-2.545925204,2.247562997
0.6,0.413133,pie,color,Alex 3,-1.680997192,4.233558325
0.0975,0.128485,pie,color,Alex 3,-2.680520793,1.688627983
0.4,0.347291,pie,color,Alex 3,-2.492411347,2.431863612
0.7025,0.607306,pie,color,Alex 3,-2.183152937,3.269691488
0.5,0.567342,pie,color,Alex 3,-2.378254269,2.778040322
0.7875,0.655006,pie,color,Alex 3,-1.957389279,3.741402266
0.9525,0.739653,pie,color,Alex 3,-1.56555805,4.420192675
0.4025,0.283906,pie,dot,Alex 3,-2.037449496,3.583085777
0.1375,0.185185,pie,dot,Alex 3,-2.533785324,2.2908667
0.76,0.148096,pie,dot,Alex 3,-0.44045141,5.938177562
1,0.912698,pie,dot,Alex 3,-2.235810133,3.146524891
1,0.94586,pie,dot,Alex 3,-2.480840584,2.469625539
0.8025,0.555224,pie,dot,Alex 3,-1.425555484,4.635324885
0.825,0.657143,pie,dot,Alex 3,-1.771731716,4.079864475
0.6975,0.533183,pie,dot,Alex 3,-1.789276998,4.049343245
0.96,0.884191,pie,dot,Alex 3,-2.316104164,2.945963464
1,0.9375,pie,dot,Alex 3,-2.415037499,2.672425342
0.7975,0.648968,donut,color,Alex 3,-1.870218474,3.904792354
0.7025,0.569405,donut,color,Alex 3,-1.954025902,3.747870724
0.7075,0.623967,donut,color,Alex 3,-2.261652389,3.083775016
0.595,0.680507,donut,color,Alex 3,-2.248059887,3.116980166
0.74,0.723684,donut,color,Alex 3,-2.823003276,0.812785709
0.1525,0.253766,donut,color,Alex 3,-2.143908281,3.357777188
0.6575,0.697345,donut,color,Alex 3,-2.600817966,2.038962873
0.9,0.96875,donut,color,Alex 3,-2.367731785,2.807354922
0.9525,0.964692,donut,color,Alex 3,-2.865731738,0.426747809
0.195,0.250789,donut,color,Alex 3,-2.467621194,2.511948689
0.4,0.311178,donut,dot,Alex 3,-2.225517796,3.171078696
0.7,0.611821,donut,dot,Alex 3,-2.229862768,3.160742744
0.745,0.525114,donut,dot,Alex 3,-1.535808528,4.466862004
0.5975,0.4992,donut,dot,Alex 3,-2.162944844,3.315421316
0.9075,0.847436,donut,dot,Alex 3,-2.433903816,2.616216526
0.805,0.701639,donut,dot,Alex 3,-2.13061181,3.386962656
0.865,0.808824,donut,dot,Alex 3,-2.464536238,2.521704075
0.3375,0.387909,donut,dot,Alex 3,-2.511205322,2.369019716
0.59,0.681203,donut,dot,Alex 3,-2.209541553,3.208720134
0.1975,0.157005,donut,dot,Alex 3,-2.595140464,2.061603409
0.445,0.532544,bar,color,Brian 1,-2.234166562,3.150462194
0.0975,0.110821,bar,color,Brian 1,-2.853907891,0.543099892
0.8775,0.864286,bar,color,Brian 1,-2.855024338,0.532466583
0.3075,0.349227,bar,color,Brian 1,-2.58444034,2.103564779
0.34,0.357143,bar,color,Brian 1,-2.814585041,0.879156811
0.5975,0.606061,bar,color,Brian 1,-2.904429295,-0.027527902
0.835,0.85036,bar,color,Brian 1,-2.832796242,0.732052073
0.435,0.452874,bar,color,Brian 1,-2.807184694,0.935384311
0.77,0.774233,bar,color,Brian 1,-2.951953582,-0.866962621
0.73,0.759587,bar,color,Brian 1,-2.693509094,1.624662418
0.95,0.822165,bar,dot,Brian 1,-1.983731905,3.69024946
0.5025,0.554933,bar,dot,Brian 1,-2.49465374,2.424465297
0.7875,0.791232,bar,dot,Brian 1,-2.957557374,-1.005203073
0.5125,0.55144,bar,dot,Brian 1,-2.608760192,2.006836577
0.4225,0.475575,bar,dot,Brian 1,-2.489443105,2.441616269
0.33,0.387569,bar,dot,Brian 1,-2.453486277,2.556282257
0.2125,0.232601,bar,dot,Brian 1,-2.784870633,1.094303642
0.1775,0.228528,bar,dot,Brian 1,-2.506123165,2.386203949
0.495,0.545912,bar,dot,Brian 1,-2.507074194,2.382999187
0.4975,0.533605,bar,dot,Brian 1,-2.633926825,1.901301362
0.51,0.574037,pie,color,Brian 1,-2.403259456,2.70679575
0.105,0.171134,pie,color,Brian 1,-2.387343659,2.752406071
0.805,0.722154,pie,color,Brian 1,-2.266413111,3.072037181
0.15,0.160853,pie,color,Brian 1,-2.87988167,0.275364696
0.8575,0.494935,pie,color,Brian 1,-1.03633353,5.185133121
0.7025,0.909465,pie,color,Brian 1,-1.590896953,4.3800021
0.4275,0.343234,pie,color,Brian 1,-2.256590163,3.096194373
0.7575,0.646396,pie,color,Brian 1,-2.082505611,3.489979583
1,0.945652,pie,color,Brian 1,-2.479166438,2.475032987
0.92,0.83053,pie,color,Brian 1,-2.221152237,3.18142064
0.74,0.666201,pie,dot,Brian 1,-2.330617595,2.907832849
0.1525,0.162005,pie,dot,Brian 1,-2.894268291,0.105007525
0.5075,0.660539,pie,dot,Brian 1,-1.846640834,3.947563304
0.0475,0.091703,pie,dot,Brian 1,-2.563172947,2.184375519
0.95,0.90678,pie,dot,Brian 1,-2.571578854,2.152832405
0.505,0.454861,pie,dot,Brian 1,-2.513427716,2.361459578
0.39,0.465649,pie,dot,Brian 1,-2.317254129,2.942964837
0.43,0.435443,pie,dot,Brian 1,-2.938508568,-0.579275081
0.43,0.448461,pie,dot,Brian 1,-2.801269503,0.979000971
0.045,0.098361,pie,dot,Brian 1,-2.487127901,2.449191575
0.5,0.4811,donut,color,Brian 1,-2.796861503,1.010779839
1,0.858974,donut,color,Brian 1,-1.910360841,3.830620415
0.055,0.119306,donut,color,Brian 1,-2.401207957,2.712727829
0.34,0.389365,donut,color,Brian 1,-2.519817616,2.339564998
0.3975,0.569817,donut,color,Brian 1,-1.749926139,4.117420772
0.65,0.418468,donut,color,Brian 1,-1.487896525,4.5409076
0.9025,0.764858,donut,color,Brian 1,-1.928830454,3.795891599
0.2025,0.228632,donut,color,Brian 1,-2.726118932,1.453227826
0.4575,0.257463,donut,color,Brian 1,-1.621324141,4.331182095
0.33,0.326113,donut,color,Brian 1,-2.955821339,-0.961002021
0.33,0.306502,donut,dot,Brian 1,-2.751484594,1.307311939
0.2025,0.358537,donut,dot,Brian 1,-1.831168014,3.97532753
0.505,0.638773,donut,dot,Brian 1,-1.950240998,3.755133274
1,0.950298,donut,dot,Brian 1,-2.51703197,2.349138777
0.265,0.275395,donut,dot,Brian 1,-2.884753632,0.21971064
0.2975,0.353825,donut,dot,Brian 1,-2.463350246,2.525442506
0.8075,0.800578,donut,dot,Brian 1,-2.922242919,-0.291238891
0.5,0.594096,donut,dot,Brian 1,-2.190364949,3.253172415
0.5,0.494975,donut,dot,Brian 1,-2.943139057,-0.672312636
0.25,0.284,donut,dot,Brian 1,-2.652901329,1.817623258
0.1,0.119448698,bar,color,Brian 2,-2.791370895,1.049540021
0.8,0.842666667,bar,color,Brian 2,-2.576332193,2.134768567
0.05,0.069645204,bar,color,Brian 2,-2.789409606,1.063171844
0.3475,0.352769679,bar,color,Brian 2,-2.940426767,-0.617127161
0.8475,0.863095238,bar,color,Brian 2,-2.830380364,0.752340812
0.3325,0.360774818,bar,color,Brian 2,-2.705807403,1.561928166
0.95,0.932160804,bar,color,Brian 2,-2.807536176,0.932756341
0.33,0.395765472,bar,color,Brian 2,-2.390128024,2.744494212
0.6,0.613545817,bar,color,Brian 2,-2.851564942,0.565189362
0.5,0.49103139,bar,color,Brian 2,-2.90003309,0.031198965
0.3,0.323232323,bar,dot,Brian 2,-2.754068024,1.291740454
0.1,0.084720121,bar,dot,Brian 2,-2.833620004,0.725076164
0.35,0.368267831,bar,dot,Brian 2,-2.803213388,0.964792736
0.2,0.194824962,bar,dot,Brian 2,-2.941475267,-0.638223108
0.6,0.624219725,bar,dot,Brian 2,-2.74448984,1.348783383
0.15,0.144499179,bar,dot,Brian 2,-2.937869212,-0.566865129
0.9,0.921686747,bar,dot,Brian 2,-2.769189564,1.197660796
0.4,0.344743276,bar,dot,Brian 2,-2.471875018,2.498422551
0.55,0.572704082,bar,dot,Brian 2,-2.759218397,1.260271526
0.6,0.623287671,bar,dot,Brian 2,-2.753529441,1.294998322
0.5,0.456214689,pie,color,Brian 2,-2.56673874,2.171056624
0.5,0.483050847,pie,color,Brian 2,-2.816553854,0.863871308
0.9,0.898854962,pie,color,Brian 2,-2.986844637,-2.061879549
0.3325,0.37613489,pie,color,Brian 2,-2.568025039,2.166229859
0.2,0.195777351,pie,color,Brian 2,-2.95206914,-0.869688766
0.9,0.922522523,pie,color,Brian 2,-2.76099286,1.249295026
0.8,0.820023838,pie,color,Brian 2,-2.785638035,1.089080333
0.75,0.772020725,pie,color,Brian 2,-2.765908554,1.218516159
0.5,0.568259386,pie,color,Brian 2,-2.371389612,2.797207801
0.1,0.119496855,pie,color,Brian 2,-2.790890002,1.052892656
0.85,0.802419355,pie,dot,Brian 2,-2.53465742,2.287786835
0.5,0.519138756,pie,dot,Brian 2,-2.794469796,1.027773753
0.15,0.085790885,pie,dot,Brian 2,-2.401946504,2.710594097
0.75,0.703517588,pie,dot,Brian 2,-2.54386748,2.25496924
0.45,0.473007712,pie,dot,Brian 2,-2.756255745,1.278443481
0.2,0.204477612,pie,dot,Brian 2,-2.949225432,-0.80399433
0.5,0.552511416,pie,dot,Brian 2,-2.494016286,2.426571137
0.645,0.638888889,pie,dot,Brian 2,-2.931138143,-0.442004569
0.95,0.945273632,pie,dot,Brian 2,-2.946456345,-0.742659109
0.7,0.692307692,pie,dot,Brian 2,-2.913843353,-0.161280857
0.6,0.679442509,donut,color,Brian 2,-2.290232893,3.012434749
0.75,0.735985533,donut,color,Brian 2,-2.846693065,0.610177215
0.1,0.169717138,donut,color,Brian 2,-2.360548227,2.827151126
0.5,0.48447205,donut,color,Brian 2,-2.831070994,0.746566452
0.15,0.17581187,donut,color,Brian 2,-2.729178111,1.436261534
0.3325,0.337756333,donut,color,Brian 2,-2.940574578,-0.620083432
0.9,0.945273632,donut,color,Brian 2,-2.554073053,2.217963729
0.2,0.201694915,donut,color,Brian 2,-2.980569473,-1.763702101
0.75,0.722021661,donut,color,Brian 2,-2.708600706,1.547367845
0.8525,0.947630923,donut,color,Brian 2,-2.183566272,3.268747617
0.4,0.419354839,donut,dot,Brian 2,-2.792308625,1.042983191
0.25,0.313432836,donut,dot,Brian 2,-2.407877706,2.693382935
0.75,0.68401487,donut,dot,Brian 2,-2.38846778,2.749215231
0.4,0.451048951,donut,dot,Brian 2,-2.505951464,2.38678201
0.15,0.073002755,donut,dot,Brian 2,-2.307592478,2.968039957
0.35,0.353773585,donut,dot,Brian 2,-2.957091407,-0.993210807
0.75,0.668032787,donut,dot,Brian 2,-2.272525856,3.056881972
0.7,0.686046512,donut,dot,Brian 2,-2.847326045,0.604402346
0.5,0.578688525,donut,dot,Brian 2,-2.295563388,2.998890953
0.25,0.2656,donut,dot,Brian 2,-2.8303315,0.752748591
0.24,0.280653951,bar,color,Brian 3,-2.593755481,2.067086278
0.875,0.779310345,bar,color,Brian 3,-2.179909091,3.277086948
0.5125,0.464,bar,color,Brian 3,-2.526992432,2.314696526
0.5125,0.474722565,bar,color,Brian 3,-2.619027375,1.964488648
0.6775,0.510736196,bar,color,Brian 3,-1.77712718,4.070507864
0.6075,0.422764228,bar,color,Brian 3,-1.690890083,4.217120354
0.5025,0.537735849,bar,color,Brian 3,-2.641731142,1.867337025
0.05,0.076030928,bar,color,Brian 3,-2.727084081,1.447892721
0.9025,0.874285714,bar,color,Brian 3,-2.706377272,1.558967306
0.805,0.684275184,bar,color,Brian 3,-2.024884531,3.608511402
0.2525,0.182068966,bar,dot,Brian 3,-2.355268513,2.841591448
0.2,0.184911243,bar,dot,Brian 3,-2.83558692,0.708298232
0.505,0.47752809,bar,dot,Brian 3,-2.713384616,1.522151691
0.86,0.811111111,bar,dot,Brian 3,-2.523762343,2.325930029
0.635,0.525473071,bar,dot,Brian 3,-2.092174509,3.469585544
0.2025,0.225396825,bar,dot,Brian 3,-2.757337013,1.271833506
0.2025,0.295049505,bar,dot,Brian 3,-2.200584361,3.229580309
0.7025,0.684913218,bar,dot,Brian 3,-2.810087847,0.913552522
0.6075,0.62283737,bar,dot,Brian 3,-2.833028864,0.730085159
1,0.973893303,bar,dot,Brian 3,-2.726360493,1.451894052
0.505,0.700772201,pie,color,Brian 3,-1.640378976,4.300286301
1,0.983263598,pie,color,Brian 3,-2.818717763,0.846906619
1,0.905013193,pie,color,Brian 3,-2.18451109,3.266588777
0.5025,0.432396252,pie,color,Brian 3,-2.357686602,2.834989212
0.75,0.625858124,pie,color,Brian 3,-2.004960563,3.648371975
1,0.914317926,pie,color,Brian 3,-2.246860528,3.119888564
0.5,0.39408867,pie,color,Brian 3,-2.114589132,3.421712487
1,0.991820041,pie,color,Brian 3,-2.908551094,-0.084676597
0.2025,0.349442379,pie,color,Brian 3,-1.878627099,3.889399352
0.8,0.874221669,pie,color,Brian 3,-2.327553519,2.915935179
0.5,0.318,pie,dot,Brian 3,-1.703689439,4.195741293
0.5,0.369318182,pie,dot,Brian 3,-1.967578523,3.721720636
1,0.95,pie,dot,Brian 3,-2.514573173,2.357552005
0.1975,0.223247232,pie,dot,Brian 3,-2.729796583,1.432811497
0.335,0.274111675,pie,dot,Brian 3,-2.427491932,2.635483353
0.8,0.813984169,pie,dot,Brian 3,-2.847007533,0.607310805
0.6075,0.341677096,pie,dot,Brian 3,-1.355413077,4.739161709
0.6075,0.706896552,pie,dot,Brian 3,-2.155877587,3.331225843
0.75,0.568888889,pie,dot,Brian 3,-1.707872683,4.188726199
0.41,0.430267062,pie,dot,Brian 3,-2.783220473,1.105481102
0.8,0.966850829,donut,color,Brian 3,-1.776696929,4.071254934
0.61,0.567656766,donut,color,Brian 3,-2.579117874,2.124104235
0.9025,0.9527897,donut,color,Brian 3,-2.512186869,2.36568414
0.2025,0.366843034,donut,color,Brian 3,-1.789147184,4.049570079
0.2025,0.41,donut,color,Brian 3,-1.588573754,4.383704292
0.8025,0.955156951,donut,color,Brian 3,-1.848624581,3.943986485
0.8025,0.736842105,donut,color,Brian 3,-2.390941822,2.742176456
0.05,0.069333333,donut,color,Brian 3,-2.792523574,1.041476613
0.8,0.667522465,donut,color,Brian 3,-1.957481533,3.741224647
0.8,0.673728814,donut,color,Brian 3,-1.992682852,3.672665047
0.105,0.148260212,donut,dot,Brian 3,-2.571234028,2.154136372
0.9025,0.818069307,donut,dot,Brian 3,-2.255455204,3.098970149
0.505,0.50862069,donut,dot,Brian 3,-2.958805361,-1.037801931
0.2,0.261333333,donut,dot,Brian 3,-2.424042315,2.645778494
0.1,0.163507109,donut,dot,Brian 3,-2.407309163,2.69503858
0.1,0.195767196,donut,dot,Brian 3,-2.179402278,3.278240483
0.8,0.825721154,donut,dot,Brian 3,-2.730046179,1.431417251
0.415,0.288029925,donut,dot,Brian 3,-1.988675691,3.680550253
0.905,0.750639386,donut,dot,Brian 3,-1.83979946,3.959868563
0.1,0.21630094,donut,dot,Brian 3,-2.051094559,3.55521417
